# cycle	R.palustris	Synechococcus	co2_e	h2_e	n2_e	sucr_e
263.0	0.4309713887	0.31114984597	86.556888365	1.3377369176	26.662263082	0.009012983378500001
264.0	0.43328961493	0.31150757245	86.503205818	1.3471068416999998	26.652893158	0.0090233455332
265.0	0.43561976321	0.31186571021	86.44953026600001	1.3565249531	26.643475047	0.0090337196012
266.0	0.4379618943	0.31222425971	86.395862064	1.3659914971	26.634008503	0.0090441055961
267.0	0.44031606922	0.31258322144	86.342201571	1.3755067205000002	26.62449328	0.009054503531700002
268.0	0.44268234935	0.31294259586	86.28854914700001	1.3850708713	26.614929129	0.009064913421799999
269.0	0.44506079633	0.31330238345	86.23490515399999	1.3946841988	26.605315801	0.00907533528
270.0	0.44745147217	0.31366258469	86.18126995700001	1.4043469534	26.595653047	0.009085769120100002
271.0	0.44985443914	0.31402320005	86.127643922	1.4140593869999998	26.585940613	0.009096214956
272.0	0.45226975987	0.31438423	86.07402742	1.4238217525999999	26.576178246999998	0.0091066728013
273.0	0.45469749729	0.31474567503	86.02042082	1.4336343047	26.566365695	0.00911714267
274.0	0.45713771464	0.3151075356	85.966824497	1.4434972987	26.556502701	0.0091276245757
275.0	0.4595904755	0.31546981221	85.913238826	1.4534109916999998	26.546589008	0.0091381185325
276.0	0.46205584376	0.31583250532	85.859664186	1.463375642	26.536624358	0.009148624554
277.0	0.46453388364	0.31619561542	85.806100958	1.4733915091	26.526608490999998	0.0091591426543
278.0	0.46702465969	0.31655914298	85.752549523	1.4834588538	26.516541145999998	0.0091696728471
279.0	0.46952823679	0.31692308848	85.69901026699999	1.4935779384999999	26.506422061	0.0091802151464
280.0	0.47204468013	0.31728745242	85.645483577	1.5037490266	26.496250973000002	0.009190769566
281.0	0.47457405525	0.31765223525	85.59196984399999	1.5139723831	26.486027616999998	0.0092013361201
282.0	0.47711642803	0.31801743748	85.53846945800001	1.5242482740999999	26.475751726	0.009211914822399999
283.0	0.47967186465	0.31838305958	85.484982816	1.5345769672	26.465423033	0.0092225056869
284.0	0.48224043167	0.31874910202	85.431510313	1.5449587315	26.455041269000002	0.009233108727700001
285.0	0.48482219596	0.31911556531	85.37805235	1.5553938371	26.444606163000003	0.009243723958700002
286.0	0.48741722474	0.31948244991	85.324609326	1.5658825558000002	26.434117444	0.009254351394
287.0	0.49002558557	0.31984975632	85.271181648	1.5764251607	26.423574839	0.0092649910475
288.0	0.49264734634	0.32021748502	85.21776972100001	1.5870219261	26.412978074	0.0092756429334
289.0	0.49528257531	0.32058563649	85.164373954	1.597673128	26.402326872	0.0092863070656
290.0	0.49793134108	0.32095421123	85.110994759	1.6083790436	26.391620956	0.009296983458299999
291.0	0.50059371258	0.32132320971	85.05763255	1.6191399516	26.380860048000002	0.0093076721256
292.0	0.50326975911	0.32169263242	85.004287743	1.6299561319	26.370043868000003	0.0093183730816
293.0	0.50595955031	0.32206247986	84.950960757	1.6408278662	26.359172134	0.0093290863403
